Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",58.05550849996507,18.473117500019725,76.61587224015966,2022-07-11 13:24:51.883818,2022-07-11 13:25:50.015272,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,0,+,513.9758674000041,76.5597318999935,590.5695687400294,2022-07-11 13:25:50.015272,2022-07-11 13:34:24.009308,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",39.069224999984726,590.5612377999933,629.6732101399684,2022-07-11 13:34:24.009308,2022-07-11 13:35:03.109710,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",10.357929299992975,629.6606832999969,640.0535337399924,2022-07-11 13:35:03.109710,2022-07-11 13:35:13.491722,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",5.179760100028943,640.0407998000155,645.2513511400903,2022-07-11 13:35:13.491722,2022-07-11 13:35:18.691527,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",5.233831499994267,645.2417055999977,650.5198370400467,2022-07-11 13:35:18.691527,2022-07-11 13:35:23.958664,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",9.897771000047214,650.5077192999888,660.4352237400017,2022-07-11 13:35:23.958664,2022-07-11 13:35:33.875383,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",5.736639100010507,660.4239564000163,666.2015856399667,2022-07-11 13:35:33.875383,2022-07-11 13:35:39.641882,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
isiFunc,NA,NA,NA,NA,+,NA,666.1907799000037,668.2006194399437,2022-07-11 13:35:39.641882,2022-07-11 13:35:41.640314,NA,SR-6971,2022_Jul_11_1324,certainty_neuro,2021.2.3,60.00700881611244,
